user,url,likes,comments,followers,likes/followers
https://www.instagram.com/kamomai_amakiran,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433587_2424567161015598_7440735724527157248_n.jpg,11,0,215,0.051
https://www.instagram.com/ikumippppppp,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433733_1709959079311341_8453719880301019136_n.jpg,23,0,76,0.303
https://www.instagram.com/chezmacio_yaesu,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21569128_115741332435861_1909992628208795648_n.jpg,2,0,79,0.025
https://www.instagram.com/type_a2405,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434104_112428706164878_5406158447387344896_n.jpg,50,1,591,0.085
https://www.instagram.com/otoko_bar__mizuno_jun,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e15/21435393_152281042021505_8159536451843784704_n.jpg,29,0,321,0.090
https://www.instagram.com/a_0925_,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433322_1848835802098719_4105679548870295552_n.jpg,33,0,288,0.115
https://www.instagram.com/nana_7273,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480208_339458856496751_2438254836609712128_n.jpg,17,0,98,0.173
https://www.instagram.com/disney_aradisper_oo,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433393_1483360705079145_716409572994056192_n.jpg,44,0,196,0.224
https://www.instagram.com/yuko__t,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21576399_145207832753219_8970152378674184192_n.jpg,66,0,127,0.520
https://www.instagram.com/miii_chel31,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480387_147866162476100_9047136046797553664_n.jpg,7,0,7,1.000
https://www.instagram.com/saho.yamashita,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433367_120932398645682_8442191543833460736_n.jpg,11,0,71,0.155
https://www.instagram.com/mita_tomo,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435779_277005392792537_1616850089370714112_n.jpg,598,8,12386,0.048
https://www.instagram.com/shockresist6900,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479711_1956375094637111_5663667729924620288_n.jpg,82,0,417,0.197
https://www.instagram.com/mahha_man_cafe,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479831_1826949540950339_1477460722530123776_n.jpg,64,0,322,0.199
https://www.instagram.com/bellushana,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434078_363660477423921_156057658174996480_n.jpg,33,0,171,0.193
https://www.instagram.com/pausecafesenrioka,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433617_346429839146443_466811315273334784_n.jpg,6,0,72,0.083
https://www.instagram.com/kasumi1523,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21569315_166665590577690_7705058994154373120_n.jpg,70,0,214,0.327
https://www.instagram.com/0e3ri2ka8,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436050_1835979473378937_7610776829850288128_n.jpg,31,0,91,0.341
https://www.instagram.com/maro_ok39,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479713_431790757216537_2503378918912819200_n.jpg,2,0,1,2.000
https://www.instagram.com/honey935,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433478_309070039557871_1055284824815697920_n.jpg,12,0,87,0.138
https://www.instagram.com/sameold_teh,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433843_113773765983808_6486133153697103872_n.jpg,55,0,629,0.087
https://www.instagram.com/nyo_odekake,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21576507_121869995203582_3878401652071333888_n.jpg,2,0,2,1.000
https://www.instagram.com/eatgram_0613,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434085_119760025320482_6635295074374647808_n.jpg,18,0,30,0.600
https://www.instagram.com/kou_rider_loove,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373294_151186408802393_7593692450674180096_n.jpg,7,0,6,1.167
https://www.instagram.com/riababy.o222,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433973_123067001755817_3051617234955796480_n.jpg,15,0,146,0.103
https://www.instagram.com/hanapanda__87,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435367_1935571556698440_7826450648433426432_n.jpg,35,0,105,0.333
https://www.instagram.com/tama_mmk,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434055_344421162671549_3667905940549533696_n.jpg,13,0,22,0.591
https://www.instagram.com/maitaniishi,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435660_271593533329596_9118106082101690368_n.jpg,18,0,84,0.214
https://www.instagram.com/t_rucas,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373759_1325989384177784_2540025662941429760_n.jpg,22,1,313,0.070
https://www.instagram.com/kenkyo_nanpeidai,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435427_486186698426360_1487786816047153152_n.jpg,76,0,752,0.101
https://www.instagram.com/risoriso_times,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433554_292476631230153_304252644275257344_n.jpg,59,2,655,0.090
https://www.instagram.com/eri_gonda555,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480479_1679107192113126_7767524491701256192_n.jpg,60,1,1298,0.046
https://www.instagram.com/knkstamina,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434221_268220737001545_1696847712139345920_n.jpg,44,4,342,0.129
https://www.instagram.com/kazuya3620,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434139_487427941613240_4823734596849893376_n.jpg,14,0,49,0.286
https://www.instagram.com/akane.fam,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480121_1916368641946942_5330163038353883136_n.jpg,12,0,97,0.124
https://www.instagram.com/ichy.k,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435858_276582009499893_1513481423535734784_n.jpg,30,0,124,0.242
https://www.instagram.com/m1canto,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433985_125558994846152_4421093786650673152_n.jpg,4,0,98,0.041
https://www.instagram.com/miu___27,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373458_115108822511686_2112400113153343488_n.jpg,33,0,231,0.143
https://www.instagram.com/exx7878,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21568835_142877982982821_4749539844265345024_n.jpg,16,0,151,0.106
https://www.instagram.com/saludfamilia_daikanyama,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480270_1027968684001302_6416982041337790464_n.jpg,37,0,211,0.175
https://www.instagram.com/halka76,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436022_1727127443965303_3227339057298145280_n.jpg,58,1,1529,0.038
https://www.instagram.com/n__tki_8,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433853_162075131037292_3224392439150149632_n.jpg,47,2,211,0.223
https://www.instagram.com/tomosan0705,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435493_487643501615705_1398824522789945344_n.jpg,11,0,8,1.375
https://www.instagram.com/ayanes_t_time,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433641_279742122512806_5255973714607996928_n.jpg,8,0,54,0.148
https://www.instagram.com/me_kun_322,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433500_668573093332840_6209153792269615104_n.jpg,13,0,58,0.224
https://www.instagram.com/nsmaaaaa8,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433538_1598879656848645_2207533174903275520_n.jpg,18,0,39,0.462
https://www.instagram.com/risunosuke,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373456_708236799385955_952062351077539840_n.jpg,32,1,62,0.516
https://www.instagram.com/hiroka893,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21568685_266557443857405_8723051580011577344_n.jpg,28,0,114,0.246
https://www.instagram.com/raim3939,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480334_1950699635142702_3790737826211954688_n.jpg,32,4,993,0.032
https://www.instagram.com/fuwattokitchen,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21569280_1907744152880774_3713926081334476800_n.jpg,54,0,1098,0.049
https://www.instagram.com/86_hanna,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435679_121739668564825_4371197158708215808_n.jpg,43,0,95,0.453
https://www.instagram.com/mikamikan11,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479883_1728876510747864_2137019071852445696_n.jpg,42,2,139,0.302
https://www.instagram.com/mhizm1223,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479992_414211305643750_257049944374902784_n.jpg,48,1,72,0.667
https://www.instagram.com/kayatana.1121,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373661_119202485372023_2740410957023936512_n.jpg,4,0,11,0.364
https://www.instagram.com/chisa2001,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433532_1713951732243446_5613721001188655104_n.jpg,35,3,337,0.104
https://www.instagram.com/ui_y117,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433571_2010166705936856_6455832679114866688_n.jpg,62,3,252,0.246
