user,url,likes,comments,l/f,followers
https://www.instagram.com/indimate_,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436199_116358885703832_8626348437132017664_n.jpg,44,0,0.092243187,477
https://www.instagram.com/naked_in_greece,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373811_1117277595071347_7334122644691746816_n.jpg,6,0,0.113207547,53
https://www.instagram.com/kimchangchun,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435629_133678517254359_529865008591405056_n.jpg,6,1,0.006810443,881
https://www.instagram.com/feiybikandouw,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435450_194737117733959_2337144129571520512_n.jpg,16,0,0.020330368,787
https://www.instagram.com/instaluluuu,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436102_1722453587767152_4269318172215083008_n.jpg,19,0,0.087962963,216
https://www.instagram.com/__kzmkzmtnc__,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e15/21569055_416717098730197_495786204034236416_n.jpg,16,0,0.024169184,662
https://www.instagram.com/mallorcafeelings,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436270_380802465668890_2399483058727157760_n.jpg,35,1,0.014403292,2430
https://www.instagram.com/yoga.onandon,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373724_137798380170417_6829126604845744128_n.jpg,11,2,0.056701031,194
https://www.instagram.com/anildacarrasquillo,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373801_1730237127017338_7375558539248402432_n.jpg,2,0,#DIV/0!,0
https://www.instagram.com/efso_laflar,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435695_1972747779627142_6366377229122797568_n.jpg,18,1,0.236842105,76
https://www.instagram.com/scuba_photography_dave,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480253_307987789674996_39078674770690048_n.jpg,19,0,0.069343066,274
https://www.instagram.com/anja.hauptman,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479933_508135442872439_314032688535175168_n.jpg,1,0,0.016949153,59
https://www.instagram.com/mylife_bel,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479964_114828049200516_4120518106827194368_n.jpg,11,1,0.224489796,49
https://www.instagram.com/ta.dits,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436235_346476209109845_7325374294526001152_n.jpg,24,0,0.02027027,1184
https://www.instagram.com/mylife_bel,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21569047_130248280950183_5890328229469749248_n.jpg,9,0,0.183673469,49
https://www.instagram.com/scuba_photography_dave,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21372161_1886467085000340_6929232641723990016_n.jpg,21,1,0.076642336,274
https://www.instagram.com/ai_obu,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e15/21479932_273606783135727_2083708198312738816_n.jpg,42,1,0.076923077,546
https://www.instagram.com/federicomura88,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373731_346595842452683_8571597993633906688_n.jpg,55,1,0.053191489,1034
https://www.instagram.com/sree_vardhanan,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433583_249357542252267_5274326754108899328_n.jpg,19,0,0.020148462,943
https://www.instagram.com/mochimirai,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435770_124574811525883_1354440425242361856_n.jpg,12,0,0.021052632,570
https://www.instagram.com/ghosh_sudi,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436151_893935284078433_5099749647925116928_n.jpg,19,0,0.065292096,291
https://www.instagram.com/herdianahs,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435397_1453237468099512_1950858718044225536_n.jpg,118,6,0.007070525,16689
https://www.instagram.com/naksili,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435964_511433025873182_8732042694613794816_n.jpg,19,0,0.040860215,465
https://www.instagram.com/inspirewellnesscoaching,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435698_1376415505808542_8560137809707401216_n.jpg,17,1,0.039719626,428
https://www.instagram.com/theresas__,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21568951_1288217534623212_4951079226125058048_n.jpg,62,1,0.04595997,1349
https://www.instagram.com/ekambingtangguh,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479665_846017825564472_2890012587863310336_n.jpg,39,0,0.142335766,274
https://www.instagram.com/steveazt,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21568750_293210071161337_6062349310421368832_n.jpg,14,1,0.001837029,7621
https://www.instagram.com/msm.myzk,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436195_1599644123399184_7558546896499769344_n.jpg,40,0,0.37037037,108
https://www.instagram.com/krisztas90,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435708_1884950031755060_6373591764862763008_n.jpg,15,1,0.063559322,236
https://www.instagram.com/clapi_clapo,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433539_477017126001503_7440867365274779648_n.jpg,15,0,0.00315989,4747
https://www.instagram.com/curio.design,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433616_127281794585065_7706439413823176704_n.jpg,5,0,0.034482759,145
https://www.instagram.com/spmoriarty,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435427_867305893434995_9186761366256484352_n.jpg,10,0,0.048309179,207
https://www.instagram.com/jamaluddinirma,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479729_358334851268310_7084137388942819328_n.jpg,2,0,0.001811594,1104
https://www.instagram.com/jossspears,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21568747_146385269292868_2309803819464130560_n.jpg,7,0,0.020833333,336
https://www.instagram.com/zuzannavazquez,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435851_1920149474893795_2992563036658597888_n.jpg,28,1,0.062921348,445
https://www.instagram.com/danvay,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433463_1678079562225207_533665861374836736_n.jpg,190,6,0.095477387,1990
https://www.instagram.com/scuba_photography_dave,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433452_157262204856455_8685533554622332928_n.jpg,25,0,0.091240876,274
https://www.instagram.com/hiedestravelpics,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479729_111062982968496_4008822869499838464_n.jpg,12,0,0.071005917,169
https://www.instagram.com/edith.sachs,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436145_148685105723021_7259542023655391232_n.jpg,5,0,0.092592593,54
https://www.instagram.com/jejugranma,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e15/21576475_487778884922882_1107587579336720384_n.jpg,21,0,0.026992288,778
https://www.instagram.com/detailmagie,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21568735_142518349686673_8598961603938877440_n.jpg,16,1,0.219178082,73
https://www.instagram.com/life_is_fun0,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373753_1811655102390325_8875439265941553152_n.jpg,22,0,0.110552764,199
https://www.instagram.com/xandru_p,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433336_167988980430602_6995053457916821504_n.jpg,23,1,0.166666667,138
https://www.instagram.com/inantqh,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433624_1857123537637611_7001465693765894144_n.jpg,49,4,0.038522013,1272
https://www.instagram.com/mr.morris.thesanchaya,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433538_2005815533036059_6784226398258069504_n.jpg,14,0,0.004739336,2954
https://www.instagram.com/cristinagabrielap,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480562_408640236205008_1040746734180892672_n.jpg,25,0,0.057603687,434
https://www.instagram.com/behnnaamm,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21568688_1998130427114035_4112729209405702144_n.jpg,352,5,0.082493555,4267
https://www.instagram.com/omutaco,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435790_327170767695247_2013358227437125632_n.jpg,22,0,0.08365019,263
https://www.instagram.com/blue_ridex,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433432_1546054982082061_8645284381004398592_n.jpg,41,0,0.359649123,114
https://www.instagram.com/vonney.v,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436081_156943104887747_6232465225484861440_n.jpg,93,0,0.062248996,1494
https://www.instagram.com/chachaqueen_dewi,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479833_1138008942967038_1614506879768068096_n.jpg,20,2,0.015163002,1319
https://www.instagram.com/fralicy,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21436179_121967748527820_8415395869938941952_n.jpg,22,1,0.078853047,279
https://www.instagram.com/sweetbeadart,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21373629_357919617977052_3556625906300616704_n.jpg,12,0,0.105263158,114
https://www.instagram.com/hazel_morley,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21568907_1936272963257207_6495787355415248896_n.jpg,32,4,0.043184885,741
https://www.instagram.com/ahh_lamm,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435595_436785373385512_1070850915872800768_n.jpg,8,0,0.02919708,274
https://www.instagram.com/grimakos,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433691_347681215675278_3437668141268729856_n.jpg,52,4,0.044982699,1156
https://www.instagram.com/mallymoon9,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21480445_926214127531883_5100097033469952000_n.jpg,5,0,0.023696682,211
https://www.instagram.com/nekubay,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433680_1595705450482218_2065431351531667456_n.jpg,18,5,0.25,72
https://www.instagram.com/kowkakpf,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21434158_840407792789489_6712075182523023360_n.jpg,12,2,0.019261637,623
https://www.instagram.com/mlarsson_,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435340_1470658823026833_5603227751839432704_n.jpg,14,0,0.093333333,150
https://www.instagram.com/ilaidva,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433805_1933738326893895_9054513993158230016_n.jpg,8,0,0.027777778,288
https://www.instagram.com/ar_ora.niharika,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433724_1092061324229512_2574459807322865664_n.jpg,175,7,0.06414956,2728
https://www.instagram.com/tranthanhanhnguyet,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21435484_778911108958114_2728429170794168320_n.jpg,5,0,0.25,20
https://www.instagram.com/luong_tuong_vi,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433888_837281636434534_6750207340990955520_n.jpg,4,0,0.026666667,150
https://www.instagram.com/l_intemperee,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433705_343515209405854_1997465143339909120_n.jpg,23,0,0.074433657,309
https://www.instagram.com/hunting_for_beauty,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433465_1502316479836349_3781985842503876608_n.jpg,25,0,0.055928412,447
https://www.instagram.com/adrianamoreno97,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21433661_299310550548616_1767982133021769728_n.jpg,18,0,0.202247191,89
https://www.instagram.com/dion_stanly,https://scontent-nrt1-1.cdninstagram.com/t51.2885-15/e35/21479904_470252156706964_6731253512874754048_n.jpg,43,2,0.069918699,615
